tinggi,berat,deskripsi
160.3738309,60.36984305,Normal
140.6518507,86.81775168,Obese
187.4173457,71.15150023,Slim
146.7220618,73.10566188,Fat
141.7237048,74.19255396,Fat
148.2526842,59.22776393,Normal
182.3663336,68.41952453,Slim
147.6922405,72.05618216,Fat
151.6214639,84.60058225,Obese
148.0909321,90.42690119,Obese
184.4265784,71.69434991,Slim
155.1819214,55.4910774,Normal
178.3184429,71.79069579,Slim
178.0626669,72.14245931,Slim
181.9887862,70.78552509,Slim
148.4421211,66.07686503,Fat
153.0154154,80.71843624,Obese
154.7506846,89.37079834,Obese
164.2870988,52.61595307,Normal
157.3553082,77.20309148,Fat
161.0317161,61.59286119,Normal
149.2605897,85.13486848,Obese
152.4882513,70.1523105,Fat
183.2231057,71.9989482,Slim
149.6198814,90.12482768,Obese
181.2219389,68.51911677,Slim
178.2738584,68.72211175,Slim
181.3162925,74.10965396,Slim
149.8892057,82.05191625,Obese
183.4296545,76.68654234,Slim
146.6866298,72.95541391,Fat
146.367687,75.36003975,Fat
150.5346046,69.9706829,Fat
151.1644491,58.20375687,Normal
145.3889527,81.30191353,Obese
153.8030777,58.7291296,Normal
144.5594104,71.70787944,Fat
153.9866186,55.4703173,Normal
181.8688206,70.14365911,Slim
155.1797683,60.72041008,Normal
186.1890938,71.16868417,Slim
151.9047644,73.9710544,Fat
147.3926241,89.01597619,Obese
153.0981823,86.70763223,Obese
148.0308834,84.19356557,Obese
182.4026386,73.97566232,Slim
141.3690909,68.10552913,Fat
146.8718187,73.31254391,Fat
153.1252231,68.85303421,Fat
184.4129137,70.71480143,Slim
182.9625895,67.68147344,Slim
148.0892128,71.43125559,Fat
159.9316481,61.33189629,Normal
180.8952775,72.75616515,Slim
191.2324871,76.85855997,Slim
148.6507066,72.85395686,Fat
156.5620758,60.05731803,Normal
157.2275129,63.26785175,Normal
157.9211063,60.80970025,Normal
178.5530478,72.50906225,Slim
156.6000191,57.97351374,Normal
189.8611154,64.83143587,Slim
144.967564,86.61528895,Obese
146.2767065,82.8422118,Obese
146.6864974,71.78504742,Fat
180.5467673,59.97771071,Slim
156.1854085,88.57994084,Obese
161.7295498,59.12159947,Normal
187.5657098,75.68672671,Slim
152.2136787,82.20471856,Obese
179.0371062,72.87017173,Slim
180.5057205,66.72330691,Slim
157.8516494,56.84059352,Normal
150.409798,76.72816986,Fat
159.3235771,56.44538245,Normal
172.4437406,69.42102044,Slim
155.6634184,57.65261123,Normal
156.975856,56.98779025,Normal
147.6201399,72.94218317,Fat
187.8527778,76.082222,Slim
179.2114586,79.47809239,Slim
178.8473591,73.96626066,Slim
160.5121298,51.58746964,Normal
161.1025963,54.97526653,Normal
184.0156475,69.87060349,Slim
145.5192001,86.54059562,Obese
150.1745368,85.88436878,Obese
152.4990499,58.04744009,Normal
149.8917435,56.65762676,Normal
147.0136879,79.53235376,Obese
149.0861883,70.74040715,Fat
160.2579063,60.11353603,Normal
153.334866,86.02441888,Obese
150.2499027,84.31078184,Obese
176.7175327,71.68893604,Slim
153.8343621,56.76659793,Normal
161.4404999,55.18313838,Normal
150.0475705,50.65214661,Normal
186.0032636,71.36243852,Slim
181.4098985,70.58637993,Slim
149.6300035,70.44670903,Fat
164.1306417,52.56842565,Normal
147.9947238,83.8868035,Obese
145.4590839,76.37731943,Fat
156.3334898,55.33325955,Normal
190.9812985,65.80237568,Slim
145.443121,74.89385193,Fat
144.8620842,76.99770644,Fat
161.1297523,57.91510587,Normal
143.9211679,74.46145006,Fat
184.2338325,70.22805757,Slim
147.5771549,70.78879832,Fat
145.1935292,89.40773073,Obese
151.5099154,86.32485567,Obese
154.2279648,53.25984676,Normal
187.9030346,68.61814591,Slim
182.844954,75.17073185,Slim
177.9893251,67.54581257,Slim
150.4930642,81.45027122,Fat
158.636613,52.25699075,Normal
145.4599486,76.57205913,Fat
179.7980473,69.36451434,Slim
151.6120565,88.99747676,Obese
150.9734552,79.13601847,Obese
178.920354,69.31443516,Slim
152.9846886,89.40313084,Obese
155.5502031,57.68182935,Normal
181.0097295,73.20466799,Slim
154.3669984,54.70084184,Normal
145.046689,85.86580746,Obese
166.4949054,57.33068822,Normal
150.4475222,72.25933075,Fat
151.7016915,65.37661581,Fat
155.0116986,73.62122361,Fat
147.749818,91.17362513,Obese
150.2336047,67.57207695,Fat
156.0034299,52.41482349,Normal
183.5902694,73.84184244,Slim
148.4524714,76.48790057,Fat
180.1552082,76.57751389,Slim
149.4978824,67.25191825,Fat
146.7465709,87.18294284,Obese
156.77248,84.06495745,Obese
179.6666745,68.82787839,Slim
158.8866478,51.21363408,Normal
160.7064443,60.07936396,Normal
154.6309674,57.73461325,Normal
145.844742,77.46806825,Obese
145.9959391,86.62975078,Obese
144.7053745,89.40385781,Obese
144.4053363,71.8814853,Fat
143.57846,72.8947425,Fat
181.6057996,73.23790589,Slim
153.0064471,72.77082625,Fat
182.1480835,79.73673874,Slim
150.2121027,89.25167786,Obese
183.9320386,73.98250906,Slim
148.9902752,79.2128223,Obese
158.4422048,56.68380872,Normal
147.9182243,72.27574716,Fat
146.3499445,75.3597069,Fat
164.6845458,58.65245207,Normal
184.1704786,73.98912953,Slim
155.8220955,61.78214988,Normal
174.0335461,78.48826562,Slim
179.3420599,73.59557901,Slim
186.9535496,70.76918607,Slim
159.0508217,54.94533922,Normal
147.8861167,79.40320552,Obese
148.1553315,69.04297075,Fat
157.7187581,61.4043849,Normal
184.2078704,76.05590701,Slim
181.9918497,72.43833632,Slim
149.3673196,84.54445532,Obese
155.4987053,58.34403945,Normal
147.998797,71.59970181,Fat
182.5066924,72.02259053,Slim
147.3096292,66.30705308,Fat
150.3438586,71.69803997,Fat
184.7451936,69.08584703,Slim
143.9833901,86.37749039,Obese
154.4369472,58.03278435,Normal
156.2940657,61.44539511,Normal
180.0854825,67.93101183,Slim
187.9964755,76.48824093,Slim
157.3609626,64.93023007,Normal
183.3296319,75.80519871,Slim
152.201858,86.74187531,Obese
166.8129625,55.09944154,Normal
147.3516938,75.49557294,Fat
154.9552891,53.42005416,Normal
180.9760431,71.95076127,Slim
185.2188995,73.12057622,Slim
184.202455,73.8300835,Slim
185.2670671,72.1594736,Slim
143.0461373,83.60064076,Obese
185.7458025,71.74710196,Slim
177.0711343,74.81456295,Slim
152.7959765,78.63386605,Obese
158.2833425,58.09335909,Normal
182.978934,66.59219171,Slim
155.3326975,84.63163809,Obese
187.666816,64.05339062,Slim
158.2088005,58.15702957,Normal
150.322501,80.14656687,Obese
176.4562222,69.34058824,Slim
151.39408,55.86100081,Normal
147.8913375,58.87889196,Normal
180.2041279,69.20982955,Slim
185.1333253,67.19081443,Slim
151.9223448,83.25315984,Obese
149.2403763,65.17985251,Fat
156.7271634,90.91845291,Obese
147.534913,88.90292531,Obese
144.8612089,86.11529972,Obese
151.0683796,89.0827398,Obese
148.7333604,70.45138999,Fat
159.9062776,58.1718063,Normal
183.5104772,71.38668695,Slim
158.192132,58.22290334,Normal
177.9420482,80.56044053,Slim
154.2081134,86.98409067,Obese
150.9444386,68.56057596,Fat
146.7259278,71.79421581,Fat
154.8217777,59.2719128,Normal
184.0351901,68.54509884,Slim
159.0035997,66.80303575,Normal
142.6029248,72.61655357,Fat
149.8449082,68.98547071,Fat
166.2731152,58.32776254,Normal
146.9055459,74.81386686,Fat
147.0516686,74.97984902,Fat
154.1293508,56.90947484,Normal
145.4445263,84.29322083,Obese
149.0065075,65.82600952,Fat
183.9011998,71.37915572,Slim
157.6197697,61.9579528,Normal
155.1829283,85.96305525,Obese
149.3007409,73.9041179,Fat
174.863769,70.52416223,Slim
192.1642043,71.18648654,Slim
157.7240061,49.25014453,Normal
148.298817,70.45106122,Fat
159.8380948,60.16123719,Normal
147.3998189,74.59853127,Fat
146.7815581,76.33773873,Fat
146.4887763,70.26005211,Fat
138.4553574,73.88526864,Fat
152.9219682,58.23237532,Normal
180.282767,73.30788917,Slim
182.89182,73.17234858,Slim
149.8636957,78.05721141,Fat
156.2281446,59.25133806,Normal
150.7135813,80.71811588,Obese
180.2060066,70.52655005,Slim
185.9677273,73.24949707,Slim
181.3704408,65.9242267,Slim
142.2002395,88.35733091,Obese
159.2016854,60.61923318,Normal
159.9860825,59.37713075,Normal
155.680397,62.98136958,Normal
150.5345949,72.94477409,Fat
145.4218682,90.15015685,Obese
178.907954,70.91081718,Slim
147.1042246,71.77022714,Fat
159.712145,56.59923196,Normal
159.0034243,53.3528196,Normal
152.0433541,58.90651894,Normal
187.0670177,74.66311055,Slim
184.3522712,68.06284387,Slim
166.7386063,54.29984529,Normal
158.8827197,56.04114628,Normal
187.4564262,68.55997659,Slim
181.475599,71.83160222,Slim
144.2609048,74.75713547,Fat
185.1672531,73.66563931,Slim
152.31548,68.85225569,Fat
143.6727282,72.91468266,Fat
150.4890922,80.04008016,Obese
147.4779689,68.71273629,Fat
156.1224197,56.16960015,Normal
147.4768737,86.70160125,Obese
143.7434009,67.88716666,Fat
183.0143163,66.83051003,Slim
149.3188736,83.32596742,Obese
154.9730035,61.37753504,Normal
186.501227,69.91656908,Slim
144.7621528,72.60547324,Fat
160.8093899,60.29916521,Normal
188.6654764,63.37753182,Slim
159.4657332,56.80988406,Normal
182.4844497,74.69802396,Slim
143.26152,83.38519161,Obese
164.6459071,59.35925498,Normal
179.9225966,68.38849737,Slim
142.8561966,83.57730725,Obese
154.744873,91.38082878,Obese
188.8234549,73.10472953,Slim
152.608492,68.63705508,Fat
165.6495814,52.72969413,Normal
182.0079317,72.91018129,Slim
183.9983279,67.3565205,Slim
179.25387,74.07582637,Slim
145.301347,83.9578718,Obese
185.4210587,79.75004462,Slim
144.9193115,89.22248491,Obese
152.311563,70.2236631,Fat
151.3869514,83.28737042,Obese
148.4279279,84.8984502,Obese
184.9742971,74.79995075,Slim
163.6789808,51.44568898,Normal
152.2758457,89.3084921,Obese
184.4731609,73.00826939,Slim
151.7387106,83.91352197,Obese
152.215083,81.9285595,Obese
184.8007844,66.53867667,Slim
141.8941297,72.20688971,Fat
180.9347762,76.57251851,Slim
185.986019,70.46963448,Slim
147.5581366,87.70433692,Obese
149.9989782,72.99296848,Fat
151.2470399,85.75356534,Obese
143.9917217,72.76560803,Fat
179.6595017,72.46539319,Slim
156.1487806,56.82071738,Normal
180.6545295,64.42803268,Slim
160.9829374,64.56447927,Normal
180.7067196,60.59814203,Slim
144.5190219,72.66179105,Fat
143.817687,65.83427599,Fat
147.152955,72.01403741,Fat
182.441489,71.48764419,Slim
181.1155637,75.27812244,Slim
154.838903,56.19014309,Normal
153.6706172,52.77934168,Normal
147.9385124,86.95532008,Obese
159.7087873,52.43161573,Normal
145.2455616,70.86533341,Fat
182.3044551,70.87516079,Slim
156.1614755,82.1423987,Obese
188.4616663,64.27437377,Slim
156.1797831,62.28518386,Normal
146.1295064,70.72077826,Fat
173.9130307,66.1570896,Slim
183.376647,74.70802938,Slim
182.5241491,76.10843524,Slim
143.779133,70.43012389,Fat
161.0579077,60.66498558,Normal
151.3398413,76.15787988,Fat
140.5625585,70.98816538,Fat
177.5949604,76.89504906,Slim
159.5993933,65.20639239,Normal
147.7353404,70.0193335,Fat
177.9954095,67.78744403,Slim
184.8275512,68.5661949,Slim
154.6618289,49.70112855,Normal
184.2864507,66.53341402,Slim
184.4714213,67.64057711,Slim
179.5762474,69.88148017,Slim
150.9233051,73.64097228,Fat
158.6641887,54.78380272,Normal
150.9183647,82.35147605,Obese
179.703227,74.46762769,Slim
145.3081582,69.83452429,Fat
155.1485212,55.94923411,Normal
160.1586839,55.13279466,Normal
157.5066095,54.99350173,Normal
146.7815173,76.13338265,Fat
150.5823867,68.5124997,Fat
187.5561886,69.87618766,Slim
152.2766714,73.25873538,Fat
152.0341425,83.32371569,Obese
159.8405248,58.1298952,Normal
140.6378777,75.48944888,Fat
182.5086264,68.66788494,Slim
156.59562,51.10404528,Normal
151.5316963,84.87989451,Obese
152.4575765,52.4462248,Normal
178.2225864,74.2565916,Slim
151.8513854,55.11157001,Normal
182.3841486,73.16860858,Slim
148.0737984,84.91724537,Obese
180.6451101,69.53374329,Slim
156.3898153,58.17606617,Normal
156.5087699,66.56522591,Normal
156.7087939,63.29023986,Normal
158.12603,51.23121988,Normal
149.2782666,73.70383467,Fat
149.2033696,89.47397059,Obese
158.641293,54.9704985,Normal
177.4094209,77.66137329,Slim
147.1100025,87.16881798,Obese
153.6915422,85.23539715,Obese
186.6192006,67.4998932,Slim
143.7443828,72.42888554,Fat
151.0518821,67.03056261,Fat
150.6293384,86.22019402,Obese
184.1605209,71.97554545,Slim
149.7311454,85.11663979,Obese
152.77512,74.38911915,Fat
145.8592268,65.5874696,Fat
152.9730467,86.67873127,Obese
150.4839199,81.70823474,Obese
142.8341531,70.30876664,Fat
149.9838008,75.92557046,Fat
158.3002584,62.57172066,Normal
158.3175786,58.85766561,Normal
148.7050682,86.17475514,Obese
156.2054006,60.46281849,Normal
145.1600734,79.50691383,Fat
147.9584198,69.97106235,Fat
143.7701956,70.6446877,Fat
147.040583,71.51234314,Fat
147.4589606,88.75680148,Obese
147.4284353,75.18267044,Fat
146.493261,79.05764334,Fat
146.6968572,80.95975267,Obese
145.2435172,86.64132412,Obese
149.2669407,72.94860553,Fat
142.6195218,69.91418097,Fat
150.8919827,71.58528664,Fat
142.3900362,67.37721779,Fat
182.5552593,66.80712202,Slim
180.5043094,69.56973338,Slim
156.5895589,51.78012776,Normal
149.8387755,65.97299394,Fat
150.522703,86.00448205,Obese
185.4980573,79.42821922,Slim
184.2994749,74.05062597,Slim
147.6322836,75.91048499,Fat
150.2718859,66.74309325,Fat
153.6428236,60.9842845,Normal
149.7359964,80.35193056,Obese
152.8192782,73.69700253,Fat
160.2698479,57.01016854,Normal
177.7972174,72.9552078,Slim
152.2171295,61.89194986,Normal
158.4863713,56.77945903,Normal
146.3929564,84.54350014,Obese
156.0422287,55.92802219,Normal
150.7844918,79.30791301,Obese
152.0670676,62.72247333,Normal
152.2643612,52.13595663,Normal
147.4795869,75.93664322,Fat
180.1826645,74.85377287,Slim
149.7902103,82.40403126,Obese
151.6990155,75.1598189,Fat
155.4449382,51.82040962,Normal
153.2150025,79.588709,Fat
159.0161494,56.35831466,Normal
152.4645441,56.61925157,Normal
151.0639921,72.79551857,Fat
186.9034382,74.68550582,Slim
181.8277879,67.9109649,Slim
186.6851814,71.15357395,Slim
157.0766827,57.797306,Normal
148.2800052,83.91002022,Obese
150.9247903,84.48232541,Obese
181.1321283,59.85609031,Slim
156.4749234,56.78721154,Normal
146.2841326,82.53769307,Obese
182.0089176,67.09133972,Slim
145.0748362,69.21012674,Fat
148.9212382,69.24795935,Fat
189.8339959,77.08892333,Slim
182.0803263,67.75485612,Slim
178.008741,74.33332876,Slim
185.4965294,74.03431389,Slim
144.1439092,73.4988277,Fat
157.2006501,63.85701738,Normal
181.4613203,67.06166987,Slim
147.4590705,80.92548694,Fat
148.6565328,80.43144953,Obese
152.9635878,73.54626832,Fat
148.0290686,71.64337309,Fat
175.9482572,68.40032161,Slim
155.4384792,83.85246797,Obese
154.5076216,53.5035467,Normal
160.8226774,59.16445204,Normal
152.8592692,62.48414618,Normal
158.3949117,55.79271762,Normal
144.3465181,72.42689838,Fat
153.5001108,84.14937614,Obese
158.8769829,56.29940369,Normal
154.2813665,88.88655687,Obese
146.065992,85.33607655,Obese
185.113709,75.75267931,Slim
148.3835411,90.85363272,Obese
178.0175016,69.0795822,Slim
179.4422687,69.83866673,Slim
148.2949738,76.99884332,Obese
150.2804648,75.55148319,Fat
148.7274042,70.85201803,Fat
158.407277,82.10440318,Obese
187.0622405,62.55269838,Slim
148.171586,84.77686835,Obese
148.3525777,72.90960899,Fat
183.6807907,75.5557728,Slim
154.1447459,74.45158731,Fat
151.1689579,65.4760561,Fat
150.4832704,71.55499062,Fat
165.8209155,49.63950667,Normal
153.0244523,85.80327608,Obese
146.2217859,73.70889323,Fat
160.6236177,54.70466383,Normal
146.1477058,69.60484612,Fat
155.1451591,80.26872101,Obese
146.3469206,86.7518313,Obese
151.9741449,90.82671367,Obese
149.50064,85.13614762,Obese
157.9632735,56.12863717,Normal
158.3543005,87.2499542,Obese
143.3070925,71.18039984,Fat
150.4873875,80.97676873,Obese
156.5058258,60.8801258,Normal
160.4949896,55.367823,Normal
155.2632062,56.01402351,Normal
158.4249666,55.19692735,Normal
149.9913492,76.91557654,Fat
151.318259,81.22875357,Obese
140.4208845,77.60447606,Fat
147.673945,91.76674735,Obese
157.0024857,64.83579302,Normal
157.1144599,56.74931618,Normal
150.3809988,70.72413094,Fat
147.6236238,71.47366879,Fat
146.2804363,78.29495369,Fat
157.6247176,56.0010717,Normal
146.7665925,68.92114485,Fat
187.594356,74.60814934,Slim
160.4463211,59.93163512,Normal
145.3518906,85.18364438,Obese
186.6157377,67.73888906,Slim
148.1390966,83.64510813,Obese
150.6085926,81.87500362,Obese
151.8979983,59.37119375,Normal
147.0941156,87.530639,Obese
180.9422742,72.65873243,Slim
148.2095881,77.87778462,Fat
158.6846051,52.6182341,Normal
156.0652204,56.67136769,Normal
152.8134449,86.71243046,Obese
152.8460444,78.98700568,Fat
153.2248116,87.76017484,Obese
149.8626444,75.60595638,Fat
190.6285178,71.83055514,Slim
145.7632519,76.60885067,Fat
151.7292708,56.81179402,Normal
148.9943902,86.71440459,Obese
142.5255039,75.79929315,Fat
147.1759947,89.98407522,Obese
181.4726978,71.45789156,Slim
141.4614193,77.45003602,Fat
140.322553,85.12785848,Obese
155.9506769,56.74935522,Normal
176.3546791,64.5310642,Slim
151.2803323,52.02120716,Normal
150.3494923,92.00062214,Obese
154.5844439,82.13348836,Obese
155.7123647,61.78187483,Normal
149.1834621,79.69168558,Obese
149.2814067,83.95471298,Obese
142.8846352,75.25636772,Fat
155.6855944,60.49266799,Normal
150.5797659,85.96604201,Obese
146.0479524,86.64751308,Obese
154.9077571,55.7340613,Normal
156.5190063,92.24910753,Obese
142.5482746,64.89681895,Fat
143.090918,76.14128328,Fat
144.0046726,69.67275452,Fat
144.4237743,88.67489003,Obese
146.7100225,63.34765907,Fat
147.1386808,91.15177308,Obese
146.6615319,88.60010551,Obese
148.828468,84.26474432,Obese
194.7406071,71.37334877,Slim
158.7550231,50.78429857,Normal
149.8964989,90.50570728,Obese
175.7807159,67.98255426,Slim
186.5369168,70.30977193,Slim
149.5798737,64.11652701,Fat
144.1881972,66.21543292,Fat
149.9995828,84.21219599,Obese
150.7117297,82.8545002,Obese
157.5810954,62.45481528,Normal
145.3597154,70.22872419,Fat
187.1797148,71.74372389,Slim
154.5060177,55.64724954,Normal
179.7929837,69.23354479,Slim
161.2330846,59.04199218,Normal
150.6097317,88.2576834,Obese
144.4559278,70.1819707,Fat
149.1100512,87.71760297,Obese
178.8209896,73.87125551,Slim
184.6327463,70.14290509,Slim
156.0047357,55.18179284,Normal
147.4478774,74.22151889,Fat
178.1871068,68.44746326,Slim
178.8918523,77.01725107,Slim
180.0361937,65.32827215,Slim
149.5366444,82.66125864,Obese
148.359177,86.98386734,Obese
149.2684189,73.05604984,Fat
141.8041329,70.20578246,Fat
150.421377,75.80347549,Fat
148.3332371,82.58351868,Obese
176.6899415,69.56919309,Slim
148.006004,71.52078657,Fat
146.425204,77.30746143,Obese
156.5760779,53.08310891,Normal
161.4599322,61.00123209,Normal
184.435518,64.95738812,Slim
185.1751222,72.03515127,Slim
161.0291647,55.06360685,Normal
142.9816258,84.66883344,Obese
146.779329,86.60174055,Obese
145.6196581,74.80524235,Fat
142.7090517,69.89932363,Fat
153.3072845,59.43611217,Normal
155.458703,86.54010353,Obese
162.0396132,53.65373167,Normal
148.2373611,73.55768273,Fat
145.2557099,84.79065533,Obese
155.2015341,53.72660171,Normal
154.3947917,88.934962,Obese
158.5974837,59.26218997,Normal
152.8900894,91.11711369,Obese
152.4775185,70.95696447,Fat
150.8945018,71.61074823,Fat
144.5552863,71.53799179,Fat
149.6795928,82.49961706,Obese
142.7362207,69.88212085,Fat
182.8337639,68.52498163,Slim
145.4787584,78.27681965,Obese
183.1079557,70.53666657,Slim
144.559864,89.56383727,Obese
183.4291987,68.70961907,Slim
151.8649332,79.90006635,Obese
181.312903,75.6791006,Slim
156.0955845,92.15989954,Obese
155.6273192,88.78969604,Obese
157.958944,62.03926745,Normal
153.3326416,86.47146886,Obese
146.9355339,66.57441995,Fat
148.7327551,73.40549719,Fat
155.514351,56.74205718,Normal
178.3037576,77.51429787,Slim
146.2095087,73.79778026,Fat
144.1088972,67.51150001,Fat
142.7340076,87.76867694,Obese
188.7120451,66.06156303,Slim
161.0331884,60.0318173,Normal
158.6967624,54.3326608,Normal
145.2912009,67.85553632,Fat
183.621183,68.4598452,Slim
144.7429634,68.8812706,Fat
143.1271711,88.82363218,Obese
148.5478241,74.2309521,Fat
151.0359398,81.35326487,Obese
153.0792174,62.30718737,Normal
148.8579968,81.50984558,Obese
179.6810199,65.93638667,Slim
149.3128507,87.82290311,Obese
160.4512531,47.99949654,Normal
151.0261246,86.55379104,Obese
145.7968972,70.26060698,Fat
182.4851664,70.26073506,Slim
142.8304896,67.84485519,Fat
186.063481,69.81220694,Slim
148.5834149,68.40447505,Fat
183.4292684,73.80040014,Slim
156.0314634,89.06084437,Obese
145.6620051,86.083846,Obese
150.478251,72.23890012,Fat
154.1885629,84.96500248,Obese
174.0695886,74.52824536,Slim
152.982875,58.74051548,Normal
150.1779967,85.1831894,Obese
184.822023,73.47011751,Slim
178.8071662,80.89390862,Slim
161.4326627,60.73268968,Normal
186.603543,70.36949608,Slim
159.5018195,51.26586995,Normal
139.1232022,73.95383,Fat
155.32923,56.24028064,Normal
177.5356857,64.17986883,Slim
162.2309649,53.50005387,Normal
157.7504229,55.49921167,Normal
156.3988269,86.35110538,Obese
187.5987832,68.08933145,Slim
145.861339,72.07066089,Fat
163.0228633,61.27917708,Normal
156.6371995,54.60729606,Normal
155.4386517,59.05471041,Normal
141.6473051,75.71205532,Fat
148.8233385,83.74228228,Obese
167.1696731,64.34515357,Normal
143.1314814,78.78474594,Fat
180.5164048,68.77521572,Slim
155.4812392,82.28992513,Obese
160.1270134,56.91909163,Normal
147.7228542,69.19461552,Fat
143.0421589,77.02493864,Fat
182.7031985,74.50316588,Slim
181.2322852,71.79398591,Slim
151.4738397,77.08365198,Obese
159.361747,61.86197537,Normal
151.5307329,73.4583335,Fat
148.8667428,77.85838079,Obese
149.1429039,77.70871193,Fat
181.2574112,68.55353052,Slim
